map,label,action,score,signals_json
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_EventScript_UnusedNPC,KEEP,0,{}
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_EventScript_Lass,KEEP,0,{}
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_EventScript_FloorSign,KEEP,0,{}
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_EventScript_ClerkItems,KEEP,0,{}
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_Items,KEEP,0,{}
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_EventScript_ClerkTMs,KEEP,0,{}
CeladonCity_DepartmentStore_2F,CeladonCity_DepartmentStore_2F_TMs,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_MapScripts,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_CounterTutor,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_GBAKid1,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_GBAKid2,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_GBAKid3,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_LittleGirl,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_SuperNES,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_TV1,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_TV2,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_TV3,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_TV4,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_FloorSign,KEEP,0,{}
CeladonCity_DepartmentStore_3F,CeladonCity_DepartmentStore_3F_EventScript_Poster,KEEP,0,{}
CeladonCity_DepartmentStore_4F,CeladonCity_DepartmentStore_4F_MapScripts,KEEP,0,{}
CeladonCity_DepartmentStore_4F,CeladonCity_DepartmentStore_4F_EventScript_Man,KEEP,0,{}
CeladonCity_DepartmentStore_4F,CeladonCity_DepartmentStore_4F_EventScript_Youngster,KEEP,0,{}
CeladonCity_DepartmentStore_4F,CeladonCity_DepartmentStore_4F_EventScript_FloorSign,KEEP,0,{}
CeladonCity_DepartmentStore_4F,CeladonCity_DepartmentStore_4F_EventScript_Clerk,KEEP,0,{}
CeladonCity_DepartmentStore_4F,CeladonCity_DepartmentStore_4F_Items,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_MapScripts,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_EventScript_Gentleman,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_EventScript_Sailor,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_EventScript_FloorSign,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_EventScript_ClerkXItems,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_XItems,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_EventScript_ClerkVitamins,KEEP,0,{}
CeladonCity_DepartmentStore_5F,CeladonCity_DepartmentStore_5F_Vitamins,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_MapScripts,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_FloorSelect,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_FloorSelectFrom5F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_FloorSelectFrom4F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_FloorSelectFrom3F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_FloorSelectFrom2F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_FloorSelectFrom1F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_ChooseFloor,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_To1F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_To2F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_To3F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_To4F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_To5F,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_ExitFloorSelect,KEEP,0,{}
CeladonCity_DepartmentStore_Elevator,CeladonCity_DepartmentStore_Elevator_EventScript_MoveElevator,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_MapScripts,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ThirstyGirl,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_CheckPlayerHasDrinks,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_SetHasFreshWater,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_SetHasSodaPop,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_SetHasLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveFreshWater,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveSodaPop,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveFreshWaterSodaPop,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveFreshWaterLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveSodaPopLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_AskGiveAllDrinks,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_GiveFreshWater,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_GiveSodaPop,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_GiveLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_GiveDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ExplainTM16,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ExplainTM20,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ExplainTM33,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_NoRoomForReward,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_DontGiveDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_IWantDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_NotThirstyAfterAll,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_CooltrainerM,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_FloorSign,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_VendingMachine,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ChooseDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_BuyFreshWater,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_BuySodaPop,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_BuyLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_RemoveMoneyFreshWater,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_RemoveMoneySodaPop,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_RemoveMoneyLemonade,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_TryBuyDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ChooseNewDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_NotEnoughMoney,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_NoRoomForDrink,KEEP,0,{}
CeladonCity_DepartmentStore_Roof,CeladonCity_DepartmentStore_Roof_EventScript_ExitVendingMachine,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_MapScripts,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_OnLoad,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_HideRocketHideout,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_InfoClerk,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_CoinsClerk,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_BuyCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Buy500Coins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Buy50Coins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_BoughtCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ClerkEnd,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ClerkDeclineBuy,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ClerkNoCoinCase,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ClerkNoRoomForCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ClerkNotEnoughMoney,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_BaldingMan,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_FaceSlotMachine,KEEP,0.5,"{""cutscene_movement"": [""applymovement""]}"
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Woman1,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Fisher,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_FisherNoRoomForCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_GamblerNoCoinCase,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_FisherAlreadyGotCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_GymGuy,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_GymGuyPostVictory,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Woman2,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_OldMan,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Scientist,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ScientistNoRoomForCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_ScientistAlreadyGotCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Gentleman,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_GentlemanNoRoomForCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_GentlemanAlreadyGotCoins,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine0,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_DontPlaySlotMachine,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine1,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine2,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine3,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine4,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine5,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine6,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine7,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine8,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine9,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine10,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine11,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine12,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine13,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine14,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine15,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine16,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine17,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine18,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine19,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine20,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachine21,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_SlotMachineNoCoinCase,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_Poster,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_OpenRocketHideout,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_RocketGrunt,STUB,4,"{""boss_battles"": [""TEAM_""]}"
CeladonCity_GameCorner,CeladonCity_GameCorner_Text_DefeatedGrunt,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_Text_GruntExitWest,KEEP,0.5,"{""cutscene_movement"": [""applymovement""]}"
CeladonCity_GameCorner,CeladonCity_GameCorner_Text_GruntExit,KEEP,0.5,"{""cutscene_movement"": [""applymovement""]}"
CeladonCity_GameCorner,CeladonCity_GameCorner_Movement_GruntExitWest,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_Movement_GruntExit,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_UnusableSlotMachine1,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_UnusableSlotMachine2,KEEP,0,{}
CeladonCity_GameCorner,CeladonCity_GameCorner_EventScript_UnusableSlotMachine3,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_MapScripts,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_BaldingMan,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_OldMan,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_PrizeClerkMons,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_ChoosePrizeMon,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_EndPrizeExchange,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_Abra,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_Clefairy,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_DratiniPinsir,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_ScytherDratini,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_Porygon,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_ConfirmPrizeMon,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_GiveAbra,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_GiveClefairy,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_GiveDratini,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_GiveScyther,KEEP,0,{}
CeladonCity_GameCorner_PrizeRoom,CeladonCity_GameCorner_PrizeRoom_EventScript_GivePorygon,KEEP,0,{}
